Crop	Scientific name 	Dependence on pollinators	Dependence rate	Pollinator group	Order	Family	Species	reference	doi/link	Obs
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Coleoptera	Scolytidae	sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Coleoptera	Silvannidae	Ahasverus sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Coleoptera	Silvannidae	Silvanus sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Apis mellifera scutellata	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Melipona favosa	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Oxytrigona mellicolor	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Partamona sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Partamona sp. 2	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Plebeia aff. timida	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Plebeia sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Plebeia sp. 2	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Plebeia sp. 3	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Trigonisca sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Trigona amalthea	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Trigona fulviventris	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Trigona sp. 3	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Trigona sp. 4	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Apidae	Trigona sp. 5	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Formicidae	Dolichoderus sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Formicidae	sp. 2	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Vespidae	Polistes sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Vespidae	Polistes sp. 2	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Vespidae	Protopolybia sp. 3	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Vespidae	Polybia sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hymenoptera	Vespidae	Gen 3, sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Diptera	Drosophilidae	Drosophila sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Diptera	Drosophilidae	Drosophila sp. 2	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Diptera	Calliphoridae	sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Diptera	Calliphoridae	sp.2	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Diptera	Ceratopogonidae	sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Diptera	Chloropidae	sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Diptera	Chloropidae	sp.2	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Diptera	Phoridae	Pericyclocera sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hemiptera	Anthocoridae	Xylocaris sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hemiptera	Cicadellidae	sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hemiptera	Miridae	sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hemiptera	Miridae	Gen 2, sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hemiptera	Coreidae	Leptoglossus sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hemiptera	Coreidae	Gen 2, sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hemiptera	Thaumastocoridae	Discocoris drakei	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Hemiptera	Thaumastocoridae	Phymata sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Dermaptera	Carcinophoridae	Euborellia sp.1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
Buriti palm (straw)	Mauritia flexuosa	No increase	0	Beetles, bees, wasps,  ants, flies, bugs and other insects	Aracnida	Thomisidae	Diaea sp. 1	Nuñez & Carreno 2016 em Lasso et al.2016	https://www.researchgate.net/profile/Andrea-Galeano-Gonzalez/publication/311743563_APROXIMACION_DEMOGRAFICA_DE_UNA_POBLACION_DE_LA_PALMA_Mauritia_flexuosa_EN_LA_AMAZONIA_COLOMBIANA/links/5859315908ae64cb3d493492/APROXIMACION-DEMOGRAFICA-DE-UNA-POBLACION-DE-LA-PALMA-Mauritia-flexuosa-EN-LA-AMAZONIA-COLOMBIANA.pdf#page=68	
